"","pmid","DOI","is_research.x","is_review.x","is_open_data","open_data_statements","is_open_code","open_code_statements","is_coi_pred","coi_text","is_fund_pred","fund_text","is_register_pred","register_text","is_success.y","Publication.Year","Journal.Book","Authors","COVID","COVID.Year"
"2081",32173725,"10.1093/cid/ciaa270",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Mo P, Xing Y, Xiao Y, Deng L, Zhao Q, Wang H, Xiong Y, Cheng Z, Gao S, Liang K, Luo M, Chen T, Song S, Ma Z, Chen X, Zheng R, Cao Q, Wang F, Zhang Y.","TRUE","2021 TRUE"
"2082",32182347,"10.1093/cid/ciaa226",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Fan C, Lei D, Fang C, Li C, Wang M, Liu Y, Bao Y, Sun Y, Huang J, Guo Y, Yu Y, Wang S.","TRUE","2021 TRUE"
"2103",32409826,"10.1093/cid/ciaa578",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Deng X, Yang J, Wang W, Wang X, Zhou J, Chen Z, Li J, Chen Y, Yan H, Zhang J, Zhang Y, Wang Y, Qiu Q, Gong H, Wei X, Wang L, Sun K, Wu P, Ajelli M, Cowling BJ, Viboud C, Yu H.","TRUE","2021 TRUE"
"2114",32463434,"10.1093/cid/ciaa663",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Zhang H, Ai JW, Yang W, Zhou X, He F, Xie S, Zeng W, Li Y, Yu Y, Gou X, Li Y, Wang X, Su H, Zhu Z, Xu T, Zhang W.","TRUE","2021 TRUE"
"2116",32472683,"10.1093/cid/ciaa673",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Tam PCK, Ly KM, Kernich ML, Spurrier N, Lawrence D, Gordon DL, Tucker EC.","TRUE","2021 TRUE"
"2117",32472687,"10.1093/cid/ciaa672",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Lee H, Lee H, Song KH, Kim ES, Park JS, Jung J, Ahn S, Jeong EK, Park H, Kim HB.","TRUE","2021 TRUE"
"2120",32474574,"10.1093/cid/ciaa692",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Openshaw JJ, Travassos MA.","TRUE","2021 TRUE"
"2126",32511704,"10.1093/cid/ciaa743",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","O'Shea T, Bodkin C, Mokashi V, Beal K, Wiwcharuk J, Lennox R, Guenter D, Smieja M, Bulir D, Chong S.","TRUE","2021 TRUE"
"2128",32544232,"10.1093/cid/ciaa773",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Nieuwlaat R, Mbuagbaw L, Mertz D, Burrows LL, Bowdish DME, Moja L, Wright GD, Schünemann HJ.","TRUE","2021 TRUE"
"2130",32556143,"10.1093/cid/ciaa791",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Paccoud O, Tubach F, Baptiste A, Bleibtreu A, Hajage D, Monsel G, Tebano G, Boutolleau D, Klement E, Godefroy N, Palich R, Itani O, Faiçal A, Valantin MA, Tubiana R, Burrel S, Calvez V, Caumes E, Marcelin AG, Pourcher V.","TRUE","2021 TRUE"
"2132",32562416,"10.1093/cid/ciaa815",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Tai DBG, Shah A, Doubeni CA, Sia IG, Wieland ML.","TRUE","2021 TRUE"
"2133",32562422,"10.1093/cid/ciaa816",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Rickman HM, Rampling T, Shaw K, Martinez-Garcia G, Hail L, Coen P, Shahmanesh M, Shin GY, Nastouli E, Houlihan CF.","TRUE","2021 TRUE"
"2149",32594120,"10.1093/cid/ciaa883",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Leegwater E, Strik A, Wilms EB, Bosma LBE, Burger DM, Ottens TH, van Nieuwkoop C.","TRUE","2021 TRUE"
"2150",32594121,"10.1093/cid/ciaa889",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Bielecki M, Züst R, Siegrist D, Meyerhofer D, Crameri GAG, Stanga Z, Stettbacher A, Buehrer TW, Deuel JW.","TRUE","2021 TRUE"
"2152",32596725,"10.1093/cid/ciaa882",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Pinninti S, Trieu C, Pati SK, Latting M, Cooper J, Seleme MC, Boppana S, Arora N, Britt WJ, Boppana SB.","TRUE","2021 TRUE"
"2157",32604413,"10.1093/cid/ciaa902",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Lehmann CJ, Pho MT, Pitrak D, Ridgway JP, Pettit NN.","TRUE","2021 TRUE"
"2158",32604415,"10.1093/cid/ciaa903",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Vahia AT, Chaudhry ZS, Kaljee L, Parraga-Acosta T, Gudipati S, Maki G, Tariq Z, Shallal A, Nauriyal V, Williams JD, Suleyman G, Abreu-Lanfranco O, Chen A, Yared N, Herc E, McKinnon JE, Brar I, Bhargava P, Zervos M, Ramesh M, Alangaden G.","TRUE","2021 TRUE"
"2161",32628748,"10.1093/cid/ciaa935",FALSE,TRUE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Nguyen LC, Bakerlee CW, McKelvey TG, Rose SM, Norman AJ, Joseph N, Manheim D, McLaren MR, Jiang S, Barnes CF, Kinniment M, Foster D, Darton TC, Morrison J.","TRUE","2021 TRUE"
"2164",32634826,"10.1093/cid/ciaa905",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Zhou J, Otter JA, Price JR, Cimpeanu C, Meno Garcia D, Kinross J, Boshier PR, Mason S, Bolt F, Holmes AH, Barclay WS.","TRUE","2021 TRUE"
"2165",32634827,"10.1093/cid/ciaa924",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Kragholm K, Andersen MP, Gerds TA, Butt JH, Østergaard L, Polcwiartek C, Phelps M, Andersson C, Gislason GH, Torp-Pedersen C, Køber L, Schou M, Fosbøl EL.","TRUE","2021 TRUE"
"2169",32640019,"10.1093/cid/ciaa945",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Siedner MJ, Gandhi RT.","TRUE","2021 TRUE"
"2172",32642757,"10.1093/cid/ciaa941",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Li Z, Li Y, Chen L, Li S, Yu L, Zhu A, Yang F, Jiang Q, Chen L, Zhao J, Lu W, Zhong N, Ye F.","TRUE","2021 TRUE"
"2173",32645144,"10.1093/cid/ciaa900",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Cummings DAT, Radonovich LJ, Gorse GJ, Gaydos CA, Bessesen MT, Brown AC, Gibert CL, Hitchings MDT, Lessler J, Nyquist AC, Rattigan SM, Rodriguez-Barradas MC, Price CS, Reich NG, Simberkoff MS, Perl TM.","TRUE","2021 TRUE"
"2175",32649738,"10.1093/cid/ciaa963",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Dong YM, Sun J, Li YX, Chen Q, Liu QQ, Sun Z, Pang R, Chen F, Xu BY, Manyande A, Clark TG, Li JP, Orhan IE, Tian YK, Wang T, Wu W, Ye DW.","TRUE","2021 TRUE"
"2176",32649739,"10.1093/cid/ciaa953",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Wong YC, Lau SY, Wang To KK, Mok BWY, Li X, Wang P, Deng S, Woo KF, Du Z, Li C, Zhou J, Chan JFW, Yuen KY, Chen H, Chen Z.","TRUE","2021 TRUE"
"2177",32649743,"10.1093/cid/ciaa955",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Torres JP, Piñera C, De La Maza V, Lagomarcino AJ, Simian D, Torres B, Urquidi C, Valenzuela MT, O'Ryan M.","TRUE","2021 TRUE"
"2181",32667967,"10.1093/cid/ciaa991",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Goldberg SA, Lennerz J, Klompas M, Mark E, Pierce VM, Thompson RW, Pu CT, Ritterhouse LL, Dighe A, Rosenberg ES, Grabowski DC.","TRUE","2021 TRUE"
"2182",32667973,"10.1093/cid/ciaa995",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Zhang AJ, Lee AC, Chu H, Chan JF, Fan Z, Li C, Liu F, Chen Y, Yuan S, Poon VK, Chan CC, Cai JP, Wu KL, Sridhar S, Chan YS, Yuen KY.","TRUE","2021 TRUE"
"2185",32671407,"10.1093/cid/ciaa992",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Sing CW, Tan KCB, Wong ICK, Cheung BMY, Cheung CL.","TRUE","2021 TRUE"
"2186",32672789,"10.1093/cid/ciaa967",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Wi YM, Lim SJ, Kim SH, Lim S, Lee SJ, Ryu BH, Hong SI, Cho OH, Moon K, Hong KW, Kim S, Bae IG.","TRUE","2021 TRUE"
"2187",32672790,"10.1093/cid/ciaa1007",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Dupont V, Kanagaratnam L, Goury A, Poitevin G, Bard M, Julien G, Bonnivard M, Champenois V, Noel V, Mourvillier B, Nguyen P.","TRUE","2021 TRUE"
"2188",32674114,"10.1093/cid/ciaa1012",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Kim L, Garg S, O'Halloran A, Whitaker M, Pham H, Anderson EJ, Armistead I, Bennett NM, Billing L, Como-Sabetti K, Hill M, Kim S, Monroe ML, Muse A, Reingold AL, Schaffner W, Sutton M, Talbot HK, Torres SM, Yousey-Hindes K, Holstein R, Cummings C, Brammer L, Hall AJ, Fry AM, Langley GE.","TRUE","2021 TRUE"
"2189",32674126,"10.1093/cid/ciaa1009",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Mitjà O, Corbacho-Monné M, Ubals M, Tebé C, Peñafiel J, Tobias A, Ballana E, Alemany A, Riera-Martí N, Pérez CA, Suñer C, Laporte P, Admella P, Mitjà J, Clua M, Bertran L, Sarquella M, Gavilán S, Ara J, Argimon JM, Casabona J, Cuatrecasas G, Cañadas P, Elizalde-Torrent A, Fabregat R, Farré M, Forcada A, Flores-Mateo G, Muntada E, Nadal N, Narejos S, Nieto A, Prat N, Puig J, Quiñones C, Reyes-Ureña J, Ramírez-Viaplana F, Ruiz L, Riveira-Muñoz E, Sierra A, Velasco C, Vivanco-Hidalgo RM, Sentís A, G-Beiras C, Clotet B, Vall-Mayans M.","TRUE","2021 TRUE"
"2191",32687149,"10.1093/cid/ciaa1019",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Larremore DB, Bubar KM, Grad YH.","TRUE","2021 TRUE"
"2192",32687150,"10.1093/cid/ciaa1020",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Louie JK, Scott HM, DuBois A, Sturtz N, Lu W, Stoltey J, Masinde G, Cohen S, Sachdev D, Philip S, Bobba N, Aragon T; San Francisco Department of Public Health COVID-19 Skilled Nursing Facility Outbreak Response Team.","TRUE","2021 TRUE"
"2193",32687168,"10.1093/cid/ciaa1028",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Erlichster M, Chana G, Zantomio D, Goudey B, Skafidas E.","TRUE","2021 TRUE"
"2194",32687198,"10.1093/cid/ciaa1021",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Escobar DJ, Lanzi M, Saberi P, Love R, Linkin DR, Kelly JJ, Jhala D, Amorosa V, Hofmann M, Doyon JB.","TRUE","2021 TRUE"
"2199",32710613,"10.1093/cid/ciaa1042",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Moraleda C, Serna-Pascual M, Soriano-Arandes A, Simó S, Epalza C, Santos M, Grasa C, Rodríguez M, Soto B, Gallego N, Ruiz Y, Urretavizcaya-Martínez M, Pareja M, Sanz-Santaeufemia FJ, Fumadó V, Lanaspa M, Jordan I, Prieto L, Belda S, Toral-Vázquez B, Rincón E, Gil-Villanueva N, Méndez-Echevarría A, Castillo-Serrano A, Rivière JG, Soler-Palacín P, Rojo P, Tagarro A; EPICO-AEP Working Group.","TRUE","2021 TRUE"
"2200",32710743,"10.1093/cid/ciaa1044",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Poline J, Gaschignard J, Leblanc C, Madhi F, Foucaud E, Nattes E, Faye A, Bonacorsi S, Mariani P, Varon E, Smati-Lafarge M, Caseris M, Basmaci R, Lachaume N, Ouldali N.","TRUE","2021 TRUE"
"2201",32710746,"10.1093/cid/ciaa1043",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Li J, Wu C, Zhang X, Chen L, Wang X, Guan X, Li J, Lin Z, Xiong N.","TRUE","2021 TRUE"
"2205",32717052,"10.1093/cid/ciaa1055",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Del Brutto OH, Costa AF, Mera RM, Recalde BY, Bustos JA, García HH.","TRUE","2021 TRUE"
"2206",32717066,"10.1093/cid/ciaa1056",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Jeong HE, Lee H, Shin HJ, Choe YJ, Filion KB, Shin JY.","TRUE","2021 TRUE"
"2207",32719848,"10.1093/cid/ciaa1065",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Bartoletti M, Pascale R, Cricca M, Rinaldi M, Maccaro A, Bussini L, Fornaro G, Tonetti T, Pizzilli G, Francalanci E, Giuntoli L, Rubin A, Moroni A, Ambretti S, Trapani F, Vatamanu O, Ranieri VM, Castelli A, Baiocchi M, Lewis R, Giannella M, Viale P; PREDICO Study Group.","TRUE","2021 TRUE"
"2208",32719874,"10.1093/cid/ciaa1072",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Yousaf AR, Duca LM, Chu V, Reses HE, Fajans M, Rabold EM, Laws RL, Gharpure R, Matanock A, Wadhwa A, Pomeroy M, Njuguna H, Fox G, Binder AM, Christiansen A, Freeman B, Gregory C, Tran CH, Owusu D, Ye D, Dietrich E, Pevzner E, Conners EE, Pray I, Rispens J, Vuong J, Christensen K, Banks M, O'Hegarty M, Mills L, Lester S, Thornburg NJ, Lewis N, Dawson P, Marcenac P, Salvatore P, Chancey RJ, Fields V, Buono S, Yin S, Gerber S, Kiphibane T, Dasu T, Bhattacharyya S, Westergaard R, Dunn A, Hall AJ, Fry AM, Tate JE, Kirking HL, Nabity S.","TRUE","2021 TRUE"
"2209",32720678,"10.1093/cid/ciaa1085",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Xu D, Zhou F, Sun W, Chen L, Lan L, Li H, Xiao F, Li Y, Kolachalama VB, Li Y, Wang X, Xu H.","TRUE","2021 TRUE"
"2213",32726405,"10.1093/cid/ciaa1057",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Hu M, Lin H, Wang J, Xu C, Tatem AJ, Meng B, Zhang X, Liu Y, Wang P, Wu G, Xie H, Lai S.","TRUE","2021 TRUE"
"2216",32744615,"10.1093/cid/ciaa1071",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Imbert E, Kinley PM, Scarborough A, Cawley C, Sankaran M, Cox SN, Kushel M, Stoltey J, Cohen S, Fuchs JD.","TRUE","2021 TRUE"
"2219",32750119,"10.1093/cid/ciaa1150",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Zhao J, Yang Y, Huang H, Li D, Gu D, Lu X, Zhang Z, Liu L, Liu T, Liu Y, He Y, Sun B, Wei M, Yang G, Wang X, Zhang L, Zhou X, Xing M, Wang PG.","TRUE","2021 TRUE"
"2223",32756996,"10.1093/cid/ciaa1119",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","To KK, Chan WM, Ip JD, Chu AW, Tam AR, Liu R, Wu AK, Lung KC, Tsang OT, Lau DP, To WK, Kwan MY, Yau YS, Ng AC, Yip CC, Chan KH, Tse H, Hung IF, Yuen KY.","TRUE","2021 TRUE"
"2227",32761209,"10.1093/infdis/jiaa477",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"J Infect Dis","Gilca R, Carazo S, Amini R, Charest H, De Serres G.","TRUE","2021 TRUE"
"2228",32761228,"10.1093/cid/ciaa1157",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Baggio S, L'Huillier AG, Yerly S, Bellon M, Wagner N, Rohr M, Huttner A, Blanchard-Rohner G, Loevy N, Kaiser L, Jacquerioz F, Eckerle I.","TRUE","2021 TRUE"
"2230",32766815,"10.1093/cid/ciaa1097",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Kates OS, Haydel BM, Florman SS, Rana MM, Chaudhry ZS, Ramesh MS, Safa K, Kotton CN, Blumberg EA, Besharatian BD, Tanna SD, Ison MG, Malinis M, Azar MM, Rakita RM, Morilla JA, Majeed A, Sait AS, Spaggiari M, Hemmige V, Mehta SA, Neumann H, Badami A, Goldman JD, Lala A, Hemmersbach-Miller M, McCort ME, Bajrovic V, Ortiz-Bautista C, Friedman-Moraco R, Sehgal S, Lease ED, Fisher CE, Limaye AP; UW COVID-19 SOT Study Team.","TRUE","2021 TRUE"
"2233",32766824,"10.1093/cid/ciaa1095",FALSE,TRUE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Wald ER, Schmit KM, Gusland DY.","TRUE","2021 TRUE"
"2236",32770235,"10.1093/cid/ciaa1165",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Bellon M, Schweblin C, Lambeng N, Cherpillod P, Vazquez J, Lalive PH, Schibler M, Deffert C.","TRUE","2021 TRUE"
"2238",32772069,"10.1093/cid/ciaa1163",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Nelson BC, Laracy J, Shoucri S, Dietz D, Zucker J, Patel N, Sobieszczyk ME, Kubin CJ, Gomez-Simmonds A.","TRUE","2021 TRUE"
"2246",32785683,"10.1093/cid/ciaa1180",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Plucinski MM, Wallace M, Uehara A, Kurbatova EV, Tobolowsky FA, Schneider ZD, Ishizumi A, Bozio CH, Kobayashi M, Toda M, Stewart A, Wagner RL, Moriarty LF, Murray R, Queen K, Tao Y, Paden C, Mauldin MR, Zhang J, Li Y, Elkins CA, Lu X, Herzig CTA, Novak R, Bower W, Medley AM, Acosta AM, Knust B, Cantey PT, Pesik NT, Halsey ES, Cetron MS, Tong S, Marston BJ, Friedman CR.","TRUE","2021 TRUE"
"2249",32785710,"10.1093/cid/ciaa1177",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Jeronimo CMP, Farias MEL, Val FFA, Sampaio VS, Alexandre MAA, Melo GC, Safe IP, Borba MGS, Netto RLA, Maciel ABS, Neto JRS, Oliveira LB, Figueiredo EFG, Oliveira Dinelly KM, de Almeida Rodrigues MG, Brito M, Mourão MPG, Pivoto João GA, Hajjar LA, Bassat Q, Romero GAS, Naveca FG, Vasconcelos HL, de Araújo Tavares M, Brito-Sousa JD, Costa FTM, Nogueira ML, Baía-da-Silva DC, Xavier MS, Monteiro WM, Lacerda MVG; Metcovid Team.","TRUE","2021 TRUE"
"2250",32797228,"10.1093/cid/ciaa1207",TRUE,FALSE,FALSE,"",FALSE,"",FALSE,"",FALSE,"",FALSE,"",TRUE,2021,"Clin Infect Dis","Lustig Y, Keler S, Kolodny R, Ben-Tal N, Atias-Varon D, Shlush E, Gerlic M, Munitz A, Doolman R, Asraf K, Shlush LI, Vivante A.","TRUE","2021 TRUE"
